log level: INFO
Words to send: 2689
connecting...
will reset reader state on connect
will start inventory on connect
using antennas: (1,)
Next block: 0302640ad7(5/2689) --- Time elapsed: 1.571 secs
Read EPC: 13370302640871, 4
Read EPC: 13370302640871, 4
Read EPC: 13370302640871, 4
Read EPC: 13370302640871, 4
Read EPC: 13370302640871, 4
Read EPC: 13370302640871, 4
Read EPC: 13370302640871, 4
Read EPC: 13370302640871, 4
Read EPC: 13370302640871, 4
Read EPC: 13370302640871, 4
Read EPC: 13370302640871, 4
Read EPC: 13370302640871, 4
Read EPC: 13370302640871, 4
Read EPC: 13370302640ad7, 1
Next block: 0302640c75(6/2689) --- Time elapsed: 1.835 secs
Read EPC: 13370302640ad7, 4
Read EPC: 13370302640ad7, 4
Read EPC: 13370302640ad7, 4
Read EPC: 13370302640ad7, 4
Read EPC: 13370302640ad7, 4
Read EPC: 13370302640ad7, 4
Read EPC: 13370302640ad7, 4
Read EPC: 13370302640ad7, 0
Read EPC: 13370302640ad7, 0
Read EPC: 13370302640ad7, 4
Read EPC: 13370302640ad7, 4
Read EPC: 13370302640ad7, 4
Read EPC: 13370302640ad7, 4
Read EPC: 13370302640ad7, 4
Read EPC: 13370302640c75, 4
Next block: 0302640e93(7/2689) --- Time elapsed: 2.085 secs
Read EPC: 13370302640c75, 4
Read EPC: 13370302640c75, 4
Read EPC: 13370302640c75, 2
Read EPC: 13370302640c75, 0
Read EPC: 13370302640c75, 4
Read EPC: 13370302640c75, 4
Read EPC: 13370302640c75, 2
Read EPC: 13370302640c75, 4
Read EPC: 13370302640c75, 4
Read EPC: 13370302640c75, 4
Read EPC: 13370302640c75, 4
Read EPC: 13370302640c75, 4
Read EPC: 13370302640e93, 2
Next block: 0302641079(8/2689) --- Time elapsed: 2.365 secs
Read EPC: 13370302640e93, 4
Read EPC: 13370302640e93, 4
Read EPC: 13370302640e93, 4
Read EPC: 13370302640e93, 4
Read EPC: 13370302640e93, 4
Read EPC: 13370302640e93, 4
Read EPC: 13370302640e93, 1
Read EPC: 13370302640e93, 4
Read EPC: 13370302640e93, 4
Read EPC: 13370302640e93, 4
Read EPC: 13370302640e93, 4
Read EPC: 13370302640e93, 4
Read EPC: 13370302640e93, 4
Read EPC: 13370302640e93, 4
Read EPC: 13370302641079, 4
Next block: 030264127b(9/2689) --- Time elapsed: 2.615 secs
Read EPC: 13370302641079, 4
Read EPC: 13370302641079, 4
Read EPC: 13370302641079, 4
Read EPC: 13370302641079, 4
Read EPC: 13370302641079, 4
Read EPC: 13370302641079, 4
Read EPC: 13370302641079, 4
Read EPC: 13370302641079, 4
Read EPC: 13370302641079, 4
Read EPC: 13370302641079, 4
Read EPC: 13370302641079, 4
Read EPC: 13370302641079, 4
Read EPC: 13370302641079, 4
Read EPC: 13370302641079, 4
Read EPC: 1337030264127b, 4
Next block: 03026414ae(10/2689) --- Time elapsed: 2.895 secs
Read EPC: 1337030264127b, 4
Read EPC: 1337030264127b, 4
Read EPC: 1337030264127b, 4
Read EPC: 1337030264127b, 4
Read EPC: 1337030264127b, 4
Read EPC: 1337030264127b, 4
Read EPC: 1337030264127b, 4
Read EPC: 1337030264127b, 4
Read EPC: 1337030264127b, 4
Read EPC: 1337030264127b, 4
Read EPC: 1337030264127b, 4
Read EPC: 1337030264127b, 4
Read EPC: 1337030264127b, 4
Read EPC: 1337030264127b, 2
Read EPC: 1337030264127b, 4
Read EPC: 133703026414ae, 0
Next block: 03026416e1(11/2689) --- Time elapsed: 3.152 secs
Read EPC: 133703026414ae, 4
Read EPC: 133703026414ae, 4
Read EPC: 133703026414ae, 1
Read EPC: 133703026414ae, 4
Read EPC: 133703026414ae, 4
Read EPC: 133703026414ae, 4
Read EPC: 133703026414ae, 4
Read EPC: 133703026414ae, 4
Read EPC: 133703026414ae, 4
Read EPC: 133703026416e1, 4
Next block: 0302641814(12/2689) --- Time elapsed: 3.405 secs
Read EPC: 133703026416e1, 4
Read EPC: 133703026416e1, 4
Read EPC: 133703026416e1, 0
Read EPC: 133703026416e1, 4
Read EPC: 133703026416e1, 4
Read EPC: 133703026416e1, 4
Read EPC: 133703026416e1, 4
Read EPC: 133703026416e1, 4
Read EPC: 133703026416e1, 4
Read EPC: 133703026416e1, 4
Read EPC: 133703026416e1, 4
Read EPC: 133703026416e1, 4
Read EPC: 133703026416e1, 4
Read EPC: 133703026416e1, 4
Read EPC: 13370302641814, 3
Next block: 0302641a47(13/2689) --- Time elapsed: 3.655 secs
Read EPC: 13370302641814, 4
Read EPC: 13370302641814, 4
Read EPC: 13370302641814, 4
Read EPC: 13370302641814, 4
Read EPC: 13370302641814, 4
Read EPC: 13370302641814, 4
Read EPC: 13370302641814, 4
Read EPC: 13370302641814, 4
Read EPC: 13370302641814, 0
Read EPC: 13370302641814, 4
Read EPC: 13370302641814, 3
Read EPC: 13370302641814, 1
Read EPC: 13370302641814, 4
Read EPC: 13370302641a47, 4
Next block: 0302641c7a(14/2689) --- Time elapsed: 3.935 secs
Read EPC: 13370302641a47, 4
Read EPC: 13370302641a47, 4
Read EPC: 13370302641a47, 4
Read EPC: 13370302641a47, 4
Read EPC: 13370302641a47, 0
Read EPC: 13370302641a47, 4
Read EPC: 13370302641a47, 4
Read EPC: 13370302641a47, 4
Read EPC: 13370302641a47, 4
Read EPC: 13370302641a47, 4
Read EPC: 13370302641a47, 4
Read EPC: 13370302641a47, 4
Read EPC: 13370302641a47, 4
Read EPC: 13370302641a47, 2
Read EPC: 13370302641a47, 4
Read EPC: 13370302641c7a, 4
Next block: 0302641ead(15/2689) --- Time elapsed: 4.192 secs
Read EPC: 13370302641c7a, 4
Read EPC: 13370302641c7a, 4
Read EPC: 13370302641c7a, 4
Read EPC: 13370302641c7a, 4
Read EPC: 13370302641c7a, 4
Read EPC: 13370302641c7a, 4
Read EPC: 13370302641c7a, 4
Read EPC: 13370302641c7a, 4
Read EPC: 13370302641c7a, 4
Read EPC: 13370302641c7a, 4
Read EPC: 13370302641c7a, 4
Read EPC: 13370302641c7a, 4
Read EPC: 13370302641c7a, 4
Read EPC: 13370302641ead, 4
Next block: 03026420e0(16/2689) --- Time elapsed: 4.445 secs
Read EPC: 13370302641ead, 4
Read EPC: 13370302641ead, 4
Read EPC: 13370302641ead, 4
Read EPC: 13370302641ead, 4
Read EPC: 13370302641ead, 1
Read EPC: 13370302641ead, 1
Read EPC: 13370302641ead, 4
Read EPC: 13370302641ead, 4
Read EPC: 13370302641ead, 4
Read EPC: 13370302641ead, 4
Read EPC: 13370302641ead, 4
Read EPC: 13370302641ead, 4
Read EPC: 13370302641ead, 4
Read EPC: 13370302641ead, 4
Read EPC: 133703026420e0, 4
Next block: 0302642214(17/2689) --- Time elapsed: 4.695 secs
Read EPC: 133703026420e0, 4
Read EPC: 133703026420e0, 4
Read EPC: 133703026420e0, 4
Read EPC: 133703026420e0, 4
Read EPC: 133703026420e0, 4
Read EPC: 133703026420e0, 4
Read EPC: 133703026420e0, 4
Read EPC: 133703026420e0, 4
Read EPC: 133703026420e0, 4
Read EPC: 133703026420e0, 4
Read EPC: 133703026420e0, 4
Read EPC: 133703026420e0, 4
Read EPC: 133703026420e0, 4
Read EPC: 133703026420e0, 4
Read EPC: 13370302642214, 4
Next block: 0302642447(18/2689) --- Time elapsed: 4.975 secs
Read EPC: 13370302642214, 0
Read EPC: 13370302642214, 3
Read EPC: 13370302642214, 4
Read EPC: 13370302642214, 4
Read EPC: 13370302642214, 4
Read EPC: 13370302642214, 4
Read EPC: 13370302642214, 4
Read EPC: 13370302642214, 4
Read EPC: 13370302642214, 3
Read EPC: 13370302642214, 4
Read EPC: 13370302642214, 4
Read EPC: 13370302642214, 4
Read EPC: 13370302642214, 4
Read EPC: 13370302642214, 4
Read EPC: 13370302642447, 4
Next block: 030264267a(19/2689) --- Time elapsed: 5.225 secs
Read EPC: 13370302642447, 4
Read EPC: 13370302642447, 4
Read EPC: 13370302642447, 4
Read EPC: 13370302642447, 4
Read EPC: 13370302642447, 4
Read EPC: 13370302642447, 1
Read EPC: 13370302642447, 4
Read EPC: 13370302642447, 4
Read EPC: 13370302642447, 4
Read EPC: 13370302642447, 4
Read EPC: 13370302642447, 4
Read EPC: 13370302642447, 2
Read EPC: 13370302642447, 4
Read EPC: 13370302642447, 4
Read EPC: 1337030264267a, 4
Next block: 03026428ad(20/2689) --- Time elapsed: 5.495 secs
Read EPC: 1337030264267a, 1
Read EPC: 1337030264267a, 4
Read EPC: 1337030264267a, 4
Read EPC: 1337030264267a, 4
Read EPC: 1337030264267a, 4
Read EPC: 1337030264267a, 4
Read EPC: 1337030264267a, 4
Read EPC: 1337030264267a, 1
Read EPC: 1337030264267a, 4
Read EPC: 1337030264267a, 4
Read EPC: 1337030264267a, 4
Read EPC: 1337030264267a, 4
Read EPC: 1337030264267a, 4
Read EPC: 1337030264267a, 4
Read EPC: 133703026428ad, 4
Next block: 0302642ae0(21/2689) --- Time elapsed: 5.746 secs
Read EPC: 133703026428ad, 4
Read EPC: 133703026428ad, 3
Read EPC: 133703026428ad, 4
Read EPC: 133703026428ad, 4
Read EPC: 133703026428ad, 4
Read EPC: 133703026428ad, 4
Read EPC: 133703026428ad, 4
Read EPC: 133703026428ad, 4
Read EPC: 133703026428ad, 4
Read EPC: 133703026428ad, 4
Read EPC: 133703026428ad, 4
Read EPC: 133703026428ad, 4
Read EPC: 133703026428ad, 4
Read EPC: 133703026428ad, 4
Read EPC: 13370302642ae0, 4
Next block: 0302642c13(22/2689) --- Time elapsed: 6.005 secs
Read EPC: 13370302642ae0, 4
Read EPC: 13370302642ae0, 4
Read EPC: 13370302642ae0, 4
Read EPC: 13370302642ae0, 4
Read EPC: 13370302642ae0, 4
Read EPC: 13370302642ae0, 4
Read EPC: 13370302642ae0, 1
Read EPC: 13370302642ae0, 4
Read EPC: 13370302642ae0, 4
Read EPC: 13370302642ae0, 4
Read EPC: 13370302642ae0, 4
Read EPC: 13370302642ae0, 4
Read EPC: 13370302642ae0, 4
Read EPC: 13370302642ae0, 4
Read EPC: 13370302642c13, 1
Next block: 0302642e46(23/2689) --- Time elapsed: 6.255 secs
Read EPC: 13370302642c13, 4
Read EPC: 13370302642c13, 4
Read EPC: 13370302642c13, 2
Read EPC: 13370302642c13, 4
Read EPC: 13370302642c13, 4
Read EPC: 13370302642c13, 4
Read EPC: 13370302642c13, 0
Read EPC: 13370302642c13, 4
Read EPC: 13370302642c13, 4
Read EPC: 13370302642c13, 4
Read EPC: 13370302642c13, 4
Read EPC: 13370302642c13, 4
Read EPC: 13370302642e46, 4
Next block: 0302643079(24/2689) --- Time elapsed: 6.536 secs
Read EPC: 13370302642e46, 4
Read EPC: 13370302642e46, 4
Read EPC: 13370302642e46, 4
Read EPC: 13370302642e46, 3
Read EPC: 13370302642e46, 4
Read EPC: 13370302642e46, 4
Read EPC: 13370302642e46, 4
Read EPC: 13370302642e46, 4
Read EPC: 13370302642e46, 4
Read EPC: 13370302642e46, 4
Read EPC: 13370302642e46, 4
Read EPC: 13370302642e46, 4
Read EPC: 13370302642e46, 4
Read EPC: 13370302642e46, 2
Read EPC: 13370302642e46, 4
Read EPC: 13370302643079, 4
Next block: 03026432de(25/2689) --- Time elapsed: 6.791 secs
Read EPC: 13370302643079, 4
Read EPC: 13370302643079, 4
Read EPC: 13370302643079, 4
Read EPC: 13370302643079, 2
Read EPC: 13370302643079, 4
Read EPC: 13370302643079, 3
Read EPC: 13370302643079, 4
Read EPC: 13370302643079, 3
Read EPC: 13370302643079, 4
Read EPC: 133703026432de, 4
Next block: 03026434af(26/2689) --- Time elapsed: 7.075 secs
Read EPC: 133703026432de, 2
Read EPC: 133703026432de, 4
Read EPC: 133703026432de, 4
Read EPC: 133703026432de, 3
Read EPC: 133703026432de, 4
Read EPC: 133703026432de, 4
Read EPC: 133703026432de, 4
Read EPC: 133703026432de, 4
Read EPC: 133703026432de, 4
Read EPC: 133703026432de, 4
Read EPC: 133703026432de, 0
Read EPC: 133703026432de, 4
Read EPC: 133703026432de, 4
Read EPC: 133703026432de, 4
Read EPC: 133703026434af, 4
Next block: 0302643644(27/2689) --- Time elapsed: 7.325 secs
Read EPC: 133703026434af, 4
Read EPC: 133703026434af, 4
Read EPC: 133703026434af, 4
Read EPC: 133703026434af, 4
Read EPC: 133703026434af, 4
Read EPC: 133703026434af, 4
Read EPC: 133703026434af, 4
Read EPC: 133703026434af, 4
Read EPC: 133703026434af, 4
Read EPC: 133703026434af, 4
Read EPC: 133703026434af, 4
Read EPC: 133703026434af, 4
Read EPC: 133703026434af, 4
Read EPC: 133703026434af, 4
Read EPC: 13370302643644, 4
Next block: 0302643815(28/2689) --- Time elapsed: 7.605 secs
Read EPC: 13370302643644, 4
Read EPC: 13370302643644, 4
Read EPC: 13370302643644, 4
Read EPC: 13370302643644, 4
Read EPC: 13370302643644, 4
Read EPC: 13370302643644, 4
Read EPC: 13370302643644, 4
Read EPC: 13370302643644, 4
Read EPC: 13370302643644, 4
Read EPC: 13370302643644, 4
Read EPC: 13370302643644, 4
Read EPC: 13370302643644, 4
Read EPC: 13370302643644, 4
Read EPC: 13370302643644, 4
Read EPC: 13370302643815, 1
Next block: 0302643aaa(29/2689) --- Time elapsed: 7.856 secs
Read EPC: 13370302643815, 4
Read EPC: 13370302643815, 4
Read EPC: 13370302643815, 4
Read EPC: 13370302643815, 4
Read EPC: 13370302643815, 4
Read EPC: 13370302643815, 4
Read EPC: 13370302643815, 4
Read EPC: 13370302643815, 4
Read EPC: 13370302643815, 4
Read EPC: 13370302643815, 4
Read EPC: 13370302643815, 4
Read EPC: 13370302643815, 0
Read EPC: 13370302643815, 4
Read EPC: 13370302643815, 4
Read EPC: 13370302643aaa, 4
Next block: 0302643c7b(30/2689) --- Time elapsed: 8.126 secs
Read EPC: 13370302643aaa, 4
Read EPC: 13370302643aaa, 4
Read EPC: 13370302643aaa, 4
Read EPC: 13370302643aaa, 4
Read EPC: 13370302643aaa, 4
Read EPC: 13370302643aaa, 4
Read EPC: 13370302643aaa, 0
Read EPC: 13370302643aaa, 4
Read EPC: 13370302643aaa, 4
Read EPC: 13370302643aaa, 4
Read EPC: 13370302643aaa, 4
Read EPC: 13370302643aaa, 4
Read EPC: 13370302643aaa, 4
Read EPC: 13370302643aaa, 4
Read EPC: 13370302643c7b, 4
Next block: 0302643e10(31/2689) --- Time elapsed: 8.376 secs
Read EPC: 13370302643c7b, 4
Read EPC: 13370302643c7b, 4
Read EPC: 13370302643c7b, 4
Read EPC: 13370302643c7b, 4
Read EPC: 13370302643c7b, 3
Read EPC: 13370302643c7b, 4
Read EPC: 13370302643c7b, 4
Read EPC: 13370302643c7b, 4
Read EPC: 13370302643c7b, 4
Read EPC: 13370302643c7b, 4
Read EPC: 13370302643c7b, 4
Read EPC: 13370302643c7b, 4
Read EPC: 13370302643c7b, 4
Read EPC: 13370302643c7b, 4
Read EPC: 13370302643e10, 4
Next block: 03026440e1(32/2689) --- Time elapsed: 8.635 secs
Read EPC: 13370302643e10, 4
Read EPC: 13370302643e10, 4
Read EPC: 13370302643e10, 4
Read EPC: 13370302643e10, 4
Read EPC: 13370302643e10, 4
Read EPC: 13370302643e10, 4
Read EPC: 13370302643e10, 4
Read EPC: 13370302643e10, 4
Read EPC: 13370302643e10, 4
Read EPC: 13370302643e10, 4
Read EPC: 13370302643e10, 4
Read EPC: 13370302643e10, 4
Read EPC: 13370302643e10, 4
Read EPC: 13370302643e10, 4
Read EPC: 133703026440e1, 4
Next block: 0302644277(33/2689) --- Time elapsed: 8.886 secs
Read EPC: 133703026440e1, 4
Read EPC: 133703026440e1, 4
Read EPC: 133703026440e1, 4
Read EPC: 133703026440e1, 4
Read EPC: 133703026440e1, 1
Read EPC: 133703026440e1, 4
Read EPC: 133703026440e1, 4
Read EPC: 133703026440e1, 4
Read EPC: 133703026440e1, 4
Read EPC: 133703026440e1, 4
Read EPC: 133703026440e1, 4
Read EPC: 133703026440e1, 4
Read EPC: 133703026440e1, 4
Read EPC: 133703026440e1, 4
Read EPC: 13370302644277, 4
Next block: 0302644448(34/2689) --- Time elapsed: 9.145 secs
Read EPC: 13370302644277, 4
Read EPC: 13370302644277, 4
Read EPC: 13370302644277, 4
Read EPC: 13370302644277, 4
Read EPC: 13370302644277, 4
Read EPC: 13370302644277, 4
Read EPC: 13370302644277, 4
Read EPC: 13370302644277, 4
Read EPC: 13370302644277, 4
Read EPC: 13370302644277, 4
Read EPC: 13370302644277, 4
Read EPC: 13370302644277, 1
Read EPC: 13370302644277, 4
Read EPC: 13370302644277, 2
Read EPC: 13370302644277, 4
Read EPC: 13370302644448, 4
Next block: 03026446dd(35/2689) --- Time elapsed: 9.401 secs
Read EPC: 13370302644448, 4
Read EPC: 13370302644448, 0
Read EPC: 13370302644448, 4
Read EPC: 13370302644448, 4
Read EPC: 13370302644448, 4
Read EPC: 13370302644448, 4
Read EPC: 13370302644448, 4
Read EPC: 13370302644448, 4
Read EPC: 13370302644448, 4
Read EPC: 13370302644448, 2
Read EPC: 13370302644448, 4
Read EPC: 133703026446dd, 4
Next block: 03026448ae(36/2689) --- Time elapsed: 9.665 secs
Read EPC: 133703026446dd, 4
Read EPC: 133703026446dd, 4
Read EPC: 133703026446dd, 3
Read EPC: 133703026446dd, 4
Read EPC: 133703026446dd, 4
Read EPC: 133703026446dd, 1
Read EPC: 133703026446dd, 4
Read EPC: 133703026446dd, 2
Read EPC: 133703026446dd, 4
Read EPC: 133703026446dd, 4
Read EPC: 133703026446dd, 4
Read EPC: 133703026446dd, 4
Read EPC: 133703026446dd, 4
Read EPC: 133703026448ae, 4
Next block: 0302644a43(37/2689) --- Time elapsed: 9.915 secs
Read EPC: 133703026448ae, 1
Read EPC: 133703026448ae, 4
Read EPC: 133703026448ae, 4
Read EPC: 133703026448ae, 4
Read EPC: 133703026448ae, 4
Read EPC: 133703026448ae, 4
Read EPC: 133703026448ae, 4
Read EPC: 133703026448ae, 4
Read EPC: 133703026448ae, 2
Read EPC: 133703026448ae, 4
Read EPC: 133703026448ae, 4
Read EPC: 133703026448ae, 4
Read EPC: 133703026448ae, 4
Read EPC: 133703026448ae, 4
Read EPC: 13370302644a43, 4
Next block: 0302644c14(38/2689) --- Time elapsed: 10.195 secs
Read EPC: 13370302644a43, 4
Read EPC: 13370302644a43, 4
Read EPC: 13370302644a43, 4
Read EPC: 13370302644a43, 4
Read EPC: 13370302644a43, 4
Read EPC: 13370302644a43, 4
Read EPC: 13370302644a43, 4
Read EPC: 13370302644a43, 4
Read EPC: 13370302644a43, 4
Read EPC: 13370302644a43, 4
Read EPC: 13370302644a43, 4
Read EPC: 13370302644a43, 4
Read EPC: 13370302644a43, 4
Read EPC: 13370302644a43, 3
Read EPC: 13370302644a43, 4
Read EPC: 13370302644c14, 4
Next block: 0302644ea9(39/2689) --- Time elapsed: 10.452 secs
Read EPC: 13370302644c14, 4
Read EPC: 13370302644c14, 4
Read EPC: 13370302644c14, 4
Read EPC: 13370302644c14, 2
Read EPC: 13370302644c14, 4
Read EPC: 13370302644c14, 4
Read EPC: 13370302644c14, 4
Read EPC: 13370302644c14, 4
Read EPC: 13370302644c14, 1
Read EPC: 13370302644c14, 4
Read EPC: 13370302644c14, 0
Read EPC: 13370302644c14, 2
Read EPC: 13370302644c14, 4
Read EPC: 13370302644ea9, 4
Next block: 030264507a(40/2689) --- Time elapsed: 10.717 secs
Read EPC: 13370302644ea9, 0
Read EPC: 13370302644ea9, 4
Read EPC: 13370302644ea9, 4
Read EPC: 13370302644ea9, 4
Read EPC: 13370302644ea9, 4
Read EPC: 13370302644ea9, 1
Read EPC: 13370302644ea9, 4
Read EPC: 13370302644ea9, 4
Read EPC: 13370302644ea9, 4
Read EPC: 1337030264507a, 4
Next block: 0302645241(41/2689) --- Time elapsed: 10.955 secs
Read EPC: 1337030264507a, 4
Read EPC: 1337030264507a, 2
Read EPC: 1337030264507a, 4
Read EPC: 1337030264507a, 4
Read EPC: 1337030264507a, 4
Read EPC: 1337030264507a, 4
Read EPC: 1337030264507a, 4
Read EPC: 1337030264507a, 4
Read EPC: 1337030264507a, 4
Read EPC: 1337030264507a, 4
Read EPC: 1337030264507a, 3
Read EPC: 1337030264507a, 0
Read EPC: 1337030264507a, 4
Read EPC: 1337030264507a, 4
Read EPC: 13370302645241, 4
Next block: 0302645434(42/2689) --- Time elapsed: 11.236 secs
Read EPC: 13370302645241, 4
Read EPC: 13370302645241, 4
Read EPC: 13370302645241, 4
Read EPC: 13370302645241, 4
Read EPC: 13370302645241, 4
Read EPC: 13370302645241, 4
Read EPC: 13370302645241, 4
Read EPC: 13370302645241, 4
Read EPC: 13370302645241, 4
Read EPC: 13370302645241, 4
Read EPC: 13370302645241, 4
Read EPC: 13370302645241, 4
Read EPC: 13370302645241, 4
Read EPC: 13370302645241, 4
Read EPC: 13370302645434, 4
Next block: 03026456e3(43/2689) --- Time elapsed: 11.485 secs
Read EPC: 13370302645434, 4
Read EPC: 13370302645434, 4
Read EPC: 13370302645434, 4
Read EPC: 13370302645434, 2
Read EPC: 13370302645434, 4
Read EPC: 13370302645434, 4
Read EPC: 13370302645434, 4
Read EPC: 13370302645434, 4
Read EPC: 13370302645434, 4
Read EPC: 13370302645434, 4
Read EPC: 13370302645434, 4
Read EPC: 13370302645434, 4
Read EPC: 13370302645434, 4
Read EPC: 13370302645434, 4
Read EPC: 133703026456e3, 4
Next block: 03026458d6(44/2689) --- Time elapsed: 11.755 secs
Read EPC: 133703026456e3, 4
Read EPC: 133703026456e3, 4
Read EPC: 133703026456e3, 4
Read EPC: 133703026456e3, 4
Read EPC: 133703026456e3, 4
Read EPC: 133703026456e3, 4
Read EPC: 133703026456e3, 4
Read EPC: 133703026456e3, 4
Read EPC: 133703026456e3, 4
Read EPC: 133703026456e3, 4
Read EPC: 133703026456e3, 4
Read EPC: 133703026456e3, 0
Read EPC: 133703026456e3, 4
Read EPC: 133703026456e3, 4
Read EPC: 133703026458d6, 4
Next block: 0302645a0d(45/2689) --- Time elapsed: 12.005 secs
Read EPC: 133703026458d6, 4
Read EPC: 133703026458d6, 4
Read EPC: 133703026458d6, 4
Read EPC: 133703026458d6, 4
Read EPC: 133703026458d6, 4
Read EPC: 133703026458d6, 4
Read EPC: 133703026458d6, 4
Read EPC: 133703026458d6, 4
Read EPC: 133703026458d6, 4
Read EPC: 133703026458d6, 4
Read EPC: 133703026458d6, 4
Read EPC: 133703026458d6, 4
Read EPC: 133703026458d6, 4
Read EPC: 133703026458d6, 4
Read EPC: 13370302645a0d, 4
Next block: 0302645c00(46/2689) --- Time elapsed: 12.275 secs
Read EPC: 13370302645a0d, 4
Read EPC: 13370302645a0d, 4
Read EPC: 13370302645a0d, 4
Read EPC: 13370302645a0d, 4
Read EPC: 13370302645a0d, 4
Read EPC: 13370302645a0d, 4
Read EPC: 13370302645a0d, 4
Read EPC: 13370302645a0d, 4
Read EPC: 13370302645a0d, 4
Read EPC: 13370302645a0d, 4
Read EPC: 13370302645a0d, 4
Read EPC: 13370302645a0d, 4
Read EPC: 13370302645a0d, 4
Read EPC: 13370302645a0d, 4
Read EPC: 13370302645c00, 4
Next block: 0302645eaf(47/2689) --- Time elapsed: 12.525 secs
Read EPC: 13370302645c00, 4
Read EPC: 13370302645c00, 4
Read EPC: 13370302645c00, 4
Read EPC: 13370302645c00, 4
Read EPC: 13370302645c00, 4
Read EPC: 13370302645c00, 4
Read EPC: 13370302645c00, 4
Read EPC: 13370302645c00, 4
Read EPC: 13370302645c00, 4
Read EPC: 13370302645c00, 0
Read EPC: 13370302645c00, 3
Read EPC: 13370302645c00, 3
Read EPC: 13370302645c00, 0
Read EPC: 13370302645c00, 4
Read EPC: 13370302645eaf, 4
Next block: 03026460a2(48/2689) --- Time elapsed: 12.796 secs
Read EPC: 13370302645eaf, 4
Read EPC: 13370302645eaf, 4
Read EPC: 13370302645eaf, 4
Read EPC: 13370302645eaf, 4
Read EPC: 13370302645eaf, 4
Read EPC: 13370302645eaf, 4
Read EPC: 13370302645eaf, 4
Read EPC: 13370302645eaf, 0
Read EPC: 13370302645eaf, 0
Read EPC: 13370302645eaf, 4
Read EPC: 13370302645eaf, 4
Read EPC: 13370302645eaf, 4
Read EPC: 13370302645eaf, 0
Read EPC: 13370302645eaf, 4
Read EPC: 133703026460a2, 1
Next block: 03026462da(49/2689) --- Time elapsed: 13.052 secs
Read EPC: 133703026460a2, 4
Read EPC: 133703026460a2, 4
Read EPC: 133703026460a2, 4
Read EPC: 133703026460a2, 4
Read EPC: 133703026460a2, 3
Read EPC: 133703026460a2, 4
Read EPC: 133703026460a2, 4
Read EPC: 133703026460a2, 4
Read EPC: 133703026460a2, 4
